('盲目没有方向吗？指导后市如何操作，投资股票可以加wei信：371540346，指导买卖点和解套方法！方正证券(sh601901) 亚夏汽车(sz002607) 金信诺(sz300252) 旗滨集团(sh601636) 江苏国信(sz002608) 捷顺科技(sz002609)', '2018-07-24 14:06:02')
('横盘达2年，石墨烯第一龙头股底部现金叉，18年将复制必创科技封妖$方大炭素 sh600516$ +$宁德时代 sz300750$ +$亚夏汽车 sz002607$ +$深深宝Ａ sz000019$ 论A股堂的...', '2018-07-02 01:33:45')
('股市唯一赚钱指标——“MACD”，堪称股市经典，建议永久珍藏！$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$$华谊兄弟sz300027$ 佛山章鱼妈...', '2018-07-02 01:31:17')
('49岁杭州女股民吐露：股市唯一“周线选股”获利法曝光,句句真理 $京东方Ａ sz000725$$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ 佛山章鱼妈...', '2018-07-02 01:30:46')
('指数如期反弹，这一因素决定反弹力度和高度，点击这里一目了然！$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$$华谊兄弟sz300027$ 佛山章鱼妈...', '2018-07-01 22:35:16')
('#个股解答##今日热聊#$亚夏汽车 sz002607$ $昆仑能源 hk00135$ 发布了头条文章：《老股民最爱的“均线选股战法”，能精准把握牛股低位起爆点》 |老股民最爱...', '2018-07-01 22:14:25')
('“集合竞价”是A股唯一赚钱黄金指标，新手背熟，将实现千万梦想 $猛狮科技 sz002684$$亚夏汽车 sz002607$ $中弘股份 sz000979$ $京东方Ａ sz000725$ 佛山章鱼妈...', '2018-07-01 22:06:27')
('北京老股民: "换手率"才是股市唯一抓涨指标, 建议花3分钟看完 $猛狮科技 sz002684$$亚夏汽车 sz002607$ $中弘股份 sz000979$ $京东方Ａ sz000725$ 佛山章鱼妈...', '2018-07-01 22:01:58')
('盘面还行吧，虽有分化，但最起码上周领涨的板块题材 今日并没有领跌。$华谊兄弟 sz300027$ $亚夏汽车 sz002607$ $京东方Ａ sz000725$ $超频三 sz300647$', '2018-07-01 21:48:02')
('私募操盘手不外传的抄底口诀曝光，每天熟读几遍，股市当提款机 #福达合金 sh603045[股票]# #亚夏汽车 sz002607[股票]# #工商银行 sh601398[股票]# #盈趣科技 sz002925[股票]# 彭曲评股的...', '2018-07-01 21:44:56')
('#投资达人说# #今日看盘# @微博股票 $格力电器 sz000651$ $亚夏汽车 sz002607$ 由于大家注意反弹的量能没有有效放大，但也说明了市场抛压已不重，未来反弹需要市场补量来认可当下盘面的点位，短期创业板有底部，遂创业板方向的题材做起来会更稳健一些，资金也会追捧的多一些，周五市场主 ...展开全文c', '2018-07-01 21:23:37')
('发布了头条文章：《利好消息：中兴通讯 罗牛山 亚夏汽车》 |利好消息...', '2018-07-01 20:13:01')
('A股最全庄家洗盘信号：一旦牢记 永不被庄家洗出局！$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$$华谊兄弟sz300027$ 佛山章鱼妈...', '2018-07-01 19:02:30')
('上周五来了一波老乡别走行情。1天顶3天 3天的下跌一天就回来了大家应该都没有亏损吧...讲下下周 ...展开全文c', '2018-07-01 12:47:50')
('$超频三 sz300647$小三走出二连板的时候，其实市场关注度还是不够高，当时市场最强的是亚夏汽车，柚子大佬前天封板被砸，以为第二天要核按钮的节奏，结果出乎意料的集合竞价直接高开6个点，实在是强得离谱，然后一波回踩洗盘拉升强势封板，收盘的龙虎榜上显示上海柚子买一一亿，第三天更是强势开盘秒板 ...展开全文c', '2018-07-01 11:15:19')
('永鼎股份 重庆路桥 美尔雅 亚盛集团！ #亚夏汽车 sz002607[股票]# 许楚沛分析...', '2018-07-01 09:00:47')
('美女教授曝光最“暴利”的抄底技巧，一旦精通纵横股市，无人能挡$建新股份 sz300107$ $亚夏汽车 sz002607$ $中兴通讯 sz000063$ $华谊兄弟 sz300027$ 郑傅琦看盘...', '2018-07-01 07:21:22')
('中国A股超级牛散：换手率高表示什么？不知道就别炒股 $亚夏汽车 sz002607$ $海川智能 sz300720$$华谊兄弟sz300027$$建新矿业 sz000688$ 佛山章鱼妈...', '2018-07-01 06:12:21')
('庄家最害怕的盘中擒牛股技巧，出手全是大牛股，堪称经典价值连城$用友网络 sh600588$ $新光药业 sz300519$ $金一文化 sz002721$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-07-01 05:09:23')
('新股上午下午申购时间点曝光，中签率高达476%，坚持终将有回报$兄弟科技 sz002562$ $陕西金叶 sz000812$ $亚夏汽车 sz002607$ $赣锋锂业 sz002460$ 论A股堂的...', '2018-07-01 04:54:51')
('股市永不骗人“换手率”6条黄金口诀，一旦学会，下个股神就是你$亚夏汽车 sz002607$ $宁德时代 sz300750$ $京泉华 sz002885$ $中国重工 sh601989$ 论A股堂的...', '2018-07-01 04:48:04')
('上海一老教授终把“股票七不买”讲清楚了，仅分享一次，今晚就删 $京东方Ａ sz000725$$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ 佛山章鱼妈...', '2018-07-01 04:47:33')
('北京新股神, 又一“中概股借壳”上市获批, 股民说: 股市就印钞机$猛狮科技 sz002684$$亚夏汽车 sz002607$ $中弘股份 sz000979$ $京东方Ａ sz000725$ 佛山章鱼妈...', '2018-07-01 04:44:30')
('43岁女博士自白：8年坚持内盘外盘口诀，股市就是取款机$云南城投 sh600239$ $亚夏汽车 sz002607$ $五粮液 sz000858$ $周大生 sz002867$ 论A股堂的...', '2018-07-01 04:43:52')
('香港一老教授自暴：27年只盯死一种股票做，字字抖金，建议收藏$科大讯飞 sz002230$ $湖南盐业 sh600929$ $京泉华 sz002885$ $亚夏汽车 sz002607$ 论A股堂的...', '2018-07-01 04:36:36')
('23岁杭州女股民：新股最佳申购时间点，百发百中，值得收藏！$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$ 佛山章鱼妈...', '2018-07-01 04:01:58')
('股市里900%MACD赚钱口诀：“正区死叉”，看跌；负区死叉”，看涨$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$ 佛山章鱼妈...', '2018-07-01 03:38:33')
('万金难求的口诀——“缩量回落,旱地跟庄”操盘手听后跪求删帖 $京东方Ａ sz000725$$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ 佛山章鱼妈...', '2018-07-01 03:14:05')
('49岁杭州女股民吐露：股市唯一“周线选股”获利法曝光,句句真理$猛狮科技 sz002684$$亚夏汽车 sz002607$ $中弘股份 sz000979$ $京东方Ａ sz000725$ 佛山章鱼妈...', '2018-07-01 03:08:56')
('股市永不坑人的黄金铁律：股票七不买三不卖，句句经典，永珍藏$宏川智慧 sz002930$ $亚夏汽车 sz002607$ $乐视网 sz300104$ $华大基因 sz300676$ 胡亦彰的秒...', '2018-07-01 02:48:32')
('股市永不坑人的黄金铁律：股票七不买三不卖，句句经典，永珍藏 $西陇科学 sz002584$ $亚夏汽车 sz002607$ $银河电子 sz002519$ $开润股份 sz300577$ 李小麦同学...', '2018-07-01 02:37:37')
('涨停选股的经典形态——出水芙蓉，至今还无人知晓的选牛股精髓$光大银行 sh601818$ $新华保险 hk01336$ $华帝股份 sz002035$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-07-01 02:23:34')
('美女教授曝光最“暴利”的抄底技巧，一旦精通纵横股市，无人能挡$中天金融 sz000540$ $洛阳钼业 sh603993$ $贵州燃气 sh600903$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-07-01 02:16:03')
('中国芯第一股从47跌至2元，神秘机构6300万股增持，7月有望飙涨封$深深宝Ａ sz000019$ $可立克 sz002782$ $亚夏汽车 sz002607$ $万科Ａ sz000002$ 汪振峯1983...', '2018-07-01 02:11:54')
('中国芯第一股从47跌至2元，神秘机构6300万股增持，7月有望飙涨封$远望谷 sz002161$ $亚夏汽车 sz002607$ $工业富联 sh601138$ $中兴通讯 sz000063$ 汪振峯1983...', '2018-07-01 02:03:55')
('国产食品业最强黑马横空出世，大股东豪持12亿，本月或将持续高升$建新股份 sz300107$ $亚夏汽车 sz002607$ $中兴通讯 sz000063$ $华谊兄弟 sz300027$ 郑傅琦看盘...', '2018-07-01 01:58:51')
('CDR独角兽仍是主线！亚夏汽车和可立克带有独角兽的属性双双3板！$三环集团 sz300408$ $华工科技 sz000988$ $神雾节能 sz000820$ $中兴通讯 sz000063$ 郑傅琦看盘...', '2018-07-01 01:44:05')
('CDR独角兽仍是主线！亚夏汽车和可立克带有独角兽的属性双双3板！$延华智能 sz002178$ $康缘药业 sh600557$ $佳力图 sh603912$ $中天金融 sz000540$ 郑傅琦看盘...', '2018-07-01 01:43:48')
('MACD不愧为指标之王，买卖点不结合MACD你就 OUT了！ #亚夏汽车 sz002607[股票]# #工商银行 sh601398[股票]# #盈趣科技 sz002925[股票]# #万华化学 sh600309[股票]# 彭曲评股的...', '2018-07-01 01:42:23')
('庄家最怕的短线“指标之王”CCI指标，十拿九稳原来炒股很简单$宏川智慧 sz002930$ $亚夏汽车 sz002607$ $乐视网 sz300104$ $华大基因 sz300676$ 胡亦彰的秒...', '2018-07-01 01:36:18')
('美女教授曝光最“暴利”的抄底技巧，一旦精通纵横股市，无人能挡$三环集团 sz300408$ $华工科技 sz000988$ $亚夏汽车 sz002607$ $科大智能 sz300222$ 郑傅琦看盘...', '2018-07-01 01:36:04')
('延长化建 两面针 南纺股份 青海华鼎！ #亚夏汽车 sz002607[股票]# 许楚沛分析...', '2018-07-01 01:16:38')
('一个故事告诉你，中国股市永不过时的黄金铁律，学到极致就是绝活$分众传媒 sz002027$ $五粮液 sz000858$ $舍得酒业 sh600702$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-07-01 00:49:25')
('股市唯一不欺骗人“成交量”买入，句句真理，一但学会股市是印钞$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$ 佛山章鱼妈...', '2018-07-01 00:20:56')
('北京股神永不坑人的黄金铁律：股票七不买三不卖，句句经典，永珍$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$ 佛山章鱼妈...', '2018-07-01 00:20:12')
('一个故事告诉你，中国股市永不过时的黄金铁律，学到极致就是绝活 $必创科技 sz300667$ $工商银行 sh601398$ $融捷股份 sz002192$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-07-01 00:14:51')
('香港股神坦白：“量比”是股市100%赚钱指标曝光，3分钟获27次掌声$恒基达鑫sz002492$$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$ 佛山章鱼妈...', '2018-06-30 23:40:16')
('7月股市即将云消雾散，涨停潮来袭：$北方华创 sz002371$ $红宇新材 sz300345$ $猛狮科技 sz002684$ $亚夏汽车 sz002607$ \ue627 股票分析 #财经头条# #财经趣闻# 期待词组宁...', '2018-06-30 23:35:24')
('炒股必懂：委比、量比、委量比，所以暴涨牛股都逃不过你的法眼$幸福蓝海 sz300528$ $海联讯 sz300277$ $亚夏汽车 sz002607$ $光一科技 sz300356$ 论A股堂的...', '2018-06-30 23:13:51')
('23岁杭州女股民：新股最佳申购时间点，百发百中，值得收藏！$方大炭素 sh600516$ $亚夏汽车 sz002607$ $海川智能 sz300720$$华谊兄弟sz300027$ 佛山章鱼妈...', '2018-06-30 23:13:07')
('“擒龙术”核心——抓龙头让你不错过题材或者板块龙头的任何机会$国祯环保 sz300388$ $中国电影 sh600977$ $华大基因 sz300676$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-06-30 23:10:11')
('股市绝不坑人的黄金铁率：三不卖七不买熟背7条，股市就是取款机$延华智能 sz002178$ $康缘药业 sh600557$ $格力电器 sz000651$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-06-30 23:00:00')
('一文看透股票买卖的“术语”，读懂你的短线操作功力至少增加十倍$国祯环保 sz300388$ $中国电影 sh600977$ $中天能源 sh600856$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-06-30 22:30:46')
('国芯片第一龙头从67跌至5元，大股东增持5555万股，节后有望乌鸦变$远望谷 sz002161$ $亚夏汽车 sz002607$ $工业富联 sh601138$ $中兴通讯 sz000063$ 汪振峯1983...', '2018-06-30 22:19:16')
('发布了头条文章：《A股下周走势大揭秘 ：东方财富 保利地产 乐视网 亚夏汽车 》 $东方财富 sz300059$ $保利地产 sh600048$ $乐视网 sz300104$ $亚夏汽车 sz002607$ #上证快讯# $上证指数 sh000001$ |A股下周走...', '2018-06-30 22:10:30')
('北京一老教授看破股市：27年坚持只做一种股票，学会后股市是印钞$常山药业 sz300255$ $亚夏汽车 sz002607$ $方大炭素 sh600516$ $沧州明珠 sz002108$ 郑傅琦看盘...', '2018-06-30 22:02:47')
('该出手时就出手，该抽身是就抽身，散户不该错过的买卖点小技巧 #大富科技 sz300134[股票]# #福达合金 sh603045[股票]# #亚夏汽车 sz002607[股票]# 彭曲评股的...', '2018-06-30 21:51:50')
('资深牛散从万卷股票书中总结的波段操作技巧，深知股市涨跌 $亚夏汽车 sz002607$ $康达尔 sz000048$ $开能环保 sz300272$ $招商蛇口 sz001979$ 我的小蜗牛...', '2018-06-30 21:35:26')
('咸阳女博士坦白：新股最佳申购时间点，打新股百发百中，值得珍藏 $瑞斯康达 sh603803$ $亚夏汽车 sz002607$ $大庆华科 sz000985$ $云海金属 sz002182$ QueenieL的...', '2018-06-30 20:29:01')
('股票遇到“涨停双响炮”形态，打死也不要卖，必有一波翻倍行情$会畅通讯 sz300578$ $亚夏汽车 sz002607$ $宁德时代 sz300750$ $安阳钢铁 sh600569$ 马旷盈的秒...', '2018-06-30 20:25:17')
('史上最全“换手率口溜”, 再忙也要花上3分钟背熟，堪称价值连城$宁德时代 sz300750$ $常山药业 sz300255$ $亚夏汽车 sz002607$ $方大炭素 sh600516$ 马旷盈的秒...', '2018-06-30 20:19:09')
('股市唯一不骗人的指标——筹码分布，读懂，不会炒股也能多赚少赔$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-30 18:28:05')
('发布了头条文章：《顶级黑马7月提前公布：002607亚夏汽车+300647超频三》 $亚夏汽车 sz002607$ $超频三 sz300647$ $上证指数 sh000001$ #股票分析# #短线牛股# #财经趣闻# |顶级黑马7...', '2018-06-30 06:43:43')
('股市唯一用上瘾的MACD金叉顺口溜，牢记5条，告别高买低卖！$宁德时代 sz300750$ $常山药业 sz300255$ $亚夏汽车 sz002607$ $方大炭素 sh600516$ 马旷盈的秒...', '2018-06-30 06:21:16')
('股市唯一用上瘾的MACD金叉顺口溜，牢记5条，告别高买低卖！$亚夏汽车 sz002607$ $中弘股份 sz000979$ $猛狮科技 sz002684$ $晨鑫科技 sz002447$ 马旷盈的秒...', '2018-06-30 06:19:18')
('股市唯一不败的黄金组合：MACD+KDJ，牢记5条，轻松盈利 $兄弟科技 sz002562$ $陕西金叶 sz000812$ $亚夏汽车 sz002607$ $赣锋锂业 sz002460$ 马旷盈的秒...', '2018-06-30 06:17:45')
('A股最全庄家洗盘信号：一旦牢记 永不被庄家洗出局！$宏川智慧 sz002930$ $亚夏汽车 sz002607$ $乐视网 sz300104$ $华大基因 sz300676$ 胡亦彰的秒...', '2018-06-30 05:21:13')
('7月绝地反击时刻来临：$猛狮科技 sz002684$ $亚夏汽车 sz002607$ \ue627 股票分析 #财经头条# #财经趣闻# 期待词组宁...', '2018-06-30 05:07:51')
('都错了，这才是“成交量”准确的使用方法,如果学会,炒股犹如提款$宏川智慧 sz002930$ $亚夏汽车 sz002607$ $乐视网 sz300104$ $华大基因 sz300676$ 胡亦彰的秒...', '2018-06-30 03:47:00')
('发布了头条文章：《002607亚夏汽车：主力蕴藏大阴谋，散户最佳操作策略！》 $亚夏汽车 sz002607$ \ue627 股票 A股# |002607亚夏...', '2018-06-29 09:50:10')
('发布了头条文章：《下周A股走势已明：科伦药业+亚夏汽车+中颖电子》$科伦药业 sz002422$ $亚夏汽车 sz002607$ $中颖电子 sz300327$ #股票分析# |下周A股走...', '2018-06-29 07:28:01')
